,Venue,Venue Latitude,Venue Longitude,Venue Category
3421,Flatiron Wines & Spirits - Manhattan,40.74037409981571,-73.98948531025627,Wine Shop
3422,Patisserie Chanson,40.741713349971334,-73.9905434846878,Dessert Shop
3423,PetSmart,40.7426734,-73.9894407,Pet Store
3424,Eisenberg's Sandwich Shop,40.7411818,-73.9902989,Sandwich Place
3425,Bode NYC - Flatiron,40.741276042009474,-73.98998881094504,Yoga Studio
3426,La Pizza & La Pasta,40.74244920189739,-73.98998303334243,Italian Restaurant
3427,Cote,40.74127747314681,-73.99123217573167,Korean Restaurant
3428,Marimekko Flagship Store,40.74187006831994,-73.98906278194715,Accessories Store
3429,Flywheel Sports,40.74391,-73.9839,Cycle Studio
3430,Atoboy,40.74354483898983,-73.98468418203906,Korean Restaurant
3431,Marta,40.74445216108151,-73.98467537536759,Pizza Place
3433,Caffe Marchio,40.744944723258044,-73.98437007544172,Café
3435,Blank Slate Coffee + Kitchen,40.745288,-73.984585,Café
3437,Vini E Fritti,40.74493966883248,-73.98432077847656,Italian Restaurant
3439,Bagels & Schmear,40.742995663035806,-73.98318802625747,Bagel Shop
3442,Pret A Manger,40.74325780467203,-73.98436903953552,Sandwich Place
3444,The Churchill,40.743546399907125,-73.98461217642306,Pub
3445,Sabai Thai Restaurant,40.744224046692715,-73.98353326441061,Thai Restaurant
3447,Hillstone,40.74270389424719,-73.98474547695578,American Restaurant
3451,Mendez Boxing,40.743068,-73.987074,Gym / Fitness Center
3453,Birch Coffee,40.743444701839856,-73.98631662262241,Coffee Shop
3454,Black Barn Restaurant,40.7433163,-73.98699069999999,American Restaurant
3456,Gold Bear,40.74254446072749,-73.98480052639255,Sports Bar
3458,Todd Snyder,40.74280552441234,-73.98685087495298,Men's Store
3461,Om Juice Bar,40.743527,-73.986219,Juice Bar
3465,Rocco Steakhouse,40.743815,-73.985899,Steakhouse
3468,The NoMad Hotel,40.74498114811664,-73.98881884246589,Hotel
3473,Num Pang Sandwich Shop,40.743487,-73.989236,Sandwich Place
3477,Rizzoli Bookstore,40.743528,-73.989219,Bookstore
3478,Heyday,40.743273,-73.988774,Spa
3485,Luke's Lobster,40.74311972782531,-73.98925429711221,Seafood Restaurant
3487,The Little Beet,40.744035836038954,-73.98881007179436,Restaurant
3490,La Pecora Bianca,40.74361963,-73.9892228,Italian Restaurant
3491,The Smith,40.744366270141605,-73.9888527327952,New American Restaurant
3496,Chikarashi,40.74454118532873,-73.98886329771157,Japanese Restaurant
3497,230 Fifth Rooftop Lounge,40.744232416588495,-73.98866005915761,Lounge
3498,INDAY,40.743836,-73.989399,Indian Restaurant
3499,Cha Cha Matcha,40.744586819876545,-73.98869276046753,Café
3502,Upland,40.7418912,-73.9846396,New American Restaurant
3503,CAVA,40.7408422,-73.9855104,Mediterranean Restaurant
3505,Barry's Bootcamp,40.74253219691085,-73.984151651167,Gym / Fitness Center
3506,Jazz Standard,40.742251526737675,-73.98393665781487,Jazz Club
3507,Pressed Juicery,40.741294,-73.985312,Juice Bar
3508,Black Press Coffee,40.742152939240924,-73.98322517734555,Coffee Shop
3509,Pippali,40.74225953806864,-73.98339018531439,Indian Restaurant
3510,The Little Beet Table,40.741086,-73.985333,Restaurant
3511,Saravanaa Bhavan,40.741393120480446,-73.9833668261912,Financial or Legal Service
3512,i Trulli,40.74207,-73.98361,Italian Restaurant
3514,Vino Fine Wine & Spirits,40.74235793600694,-73.98370965459888,Wine Shop
3515,Kaylee’s Creamery,40.74238892457811,-73.98387122497253,Ice Cream Shop
3517,Gregorys Coffee,40.74097,-73.98557,Coffee Shop
3518,Lamazou,40.74122491291197,-73.98142749590318,Sandwich Place
3519,Street Taco,40.74085938226586,-73.98183554234694,Taco Place
3520,Vatan,40.74244047116085,-73.98046073418793,Indian Restaurant
3521,Tacos Times Square,40.74197985407905,-73.9826481273866,Mexican Restaurant
3522,Tara Rose,40.741831,-73.981402,Bar
3523,16 Handles,40.74313381043753,-73.9802646649714,Ice Cream Shop
3524,The Factory 380,40.74158234872201,-73.98124457997153,Bar
3525,Tipsy Scoop,40.74041262168623,-73.98095031935794,Ice Cream Shop
3526,My Friend Duke,40.7415693568478,-73.98111458886962,Bar
3527,Enjoy Nail Spa,40.74225176746165,-73.98153482440078,Cosmetics Shop
3528,Handcraft Kitchen & Cocktails,40.74098499999999,-73.98131699999999,Cocktail Bar
3529,Nuthouse Hardware,40.7424007212891,-73.97998706287086,Hardware Store
3530,Coppola's,40.74157184432409,-73.98135581011344,Italian Restaurant
3531,Tasti D-Lite,40.74290478823165,-73.98024838340994,Ice Cream Shop
3532,La Delice Pastry Shop,40.74126115220162,-73.98128369181272,Bakery
3533,The Tanning Spot,40.74197230655636,-73.98099628698391,Tanning Salon
3534,Turkish Kitchen,40.741828042881316,-73.98102693327188,Turkish Restaurant
3535,The Gem Saloon,40.741335167485836,-73.98120752883787,American Restaurant
3536,Oishi Bay Japanese Cuisine,40.74197453714116,-73.97888946795308,Japanese Restaurant
3537,Maguro Sushi,40.742175573488495,-73.98125983700272,Sushi Restaurant
3538,Freehand New York,40.73974003939308,-73.9846218065663,Hotel
3539,The George Washington Bar,40.74006606868948,-73.98444735352216,Cocktail Bar
3540,Juice Generation,40.739937,-73.98553,Juice Bar
3541,Simon & The Whale,40.739662,-73.98445,American Restaurant
3542,Hayato,40.73978580945914,-73.98530945003625,Salon / Barbershop
3543,Studio,40.73966059372064,-73.98459358827667,Restaurant
3545,The Peoples Improv Theater,40.74044086039066,-73.98478411138058,Comedy Club
3546,Gramercy Park Optical,40.740421413112166,-73.9823685132501,Optical Shop
3547,Housing Works Thrift Shop,40.739158,-73.983513,Thrift / Vintage Store
3548,Little Basil Thai Cuisine,40.74098962487517,-73.98236642266426,Thai Restaurant
3549,Smile To Go,40.74009321725212,-73.98438652328464,Café
3550,Gramercy Theatre,40.739745571666965,-73.9851002638768,Music Venue
3551,Natural Frontier Market,40.73972318806925,-73.98255718209649,Grocery Store
3552,Taproom No. 307,40.739079425457426,-73.98299280524773,Bar
3553,TKK Fried Chicken / Kung Fu Tea,40.74018606195948,-73.9855334623536,Fried Chicken Joint
3554,La Vera Pizzeria,40.74057423065184,-73.981948256706,Pizza Place
3555,Dog & Bone,40.74010787808297,-73.98237640658901,Bar
3556,Broken Shaker,40.739985036599336,-73.98451326109003,Tiki Bar
3557,Mughlai Indian Cuisine,40.739846337682906,-73.98243069007341,North Indian Restaurant
3558,The Pho,40.739723165266554,-73.98522049042256,Vietnamese Restaurant
3559,Wine Heaven,40.73987594241894,-73.98246812491061,Wine Shop
3560,Bagel Express III,40.740154848427196,-73.9824466813983,Bagel Shop
3561,American Dream Hostel,40.73966157643331,-73.9829623035037,Bed & Breakfast
3562,Natsumi Tapas,40.73964463941883,-73.98257364976163,Japanese Restaurant
3563,AWOL Bar & Grill,40.7399763,-73.9820936,Bar
3566,Equinox Gramercy,40.74074907098539,-73.98577092778955,Gym
3569,Gramercy Wine and Spirits,40.74012347894061,-73.98610609112558,Wine Shop
3575,Baked By Melissa,40.740049977949774,-73.98592877550934,Cupcake Shop
3581,Just Salad,40.740728738209306,-73.98587245520123,Salad Place
3605,Westville Chelsea,40.74196304002314,-74.0000471919283,American Restaurant
3606,City Cakes,40.74199157708896,-74.00008876782016,Cupcake Shop
3607,The Joyce Theater,40.74282949551689,-74.00053351452509,Theater
3608,Atlantic Theater Company (Linda Gross Theater),40.74395338025244,-74.00147596546887,Theater
3609,Cooper's Craft & Kitchen,40.74266034881738,-74.00059640407562,Bar
3610,Sushinao,40.742033,-74.001581,Japanese Restaurant
3611,16 Handles,40.7428716,-74.0000421,Ice Cream Shop
3612,Socarrat Paella Bar,40.7427195,-73.9995153,Paella Restaurant
3613,St Kilda Coffee,40.743854,-73.99977,Coffee Shop
3614,Jungle Bird,40.742654346560876,-74.00034692986011,Cocktail Bar
3615,Momofuku Milk Bar,40.744103,-73.999242,Dessert Shop
3616,Zizi,40.742951,-74.000081,Middle Eastern Restaurant
3617,Bareburger,40.742973,-73.999871,Burger Joint
3618,Loulou,40.742652,-74.000161,French Restaurant
3619,Brooklyn Bagel & Coffee Co.,40.746236606826656,-73.99793054220713,Bagel Shop
3620,Serge Normant @ John Frieda,40.74584996678158,-73.99993854690909,Health & Beauty Service
3621,SVA Theatre,40.74610457312297,-73.99983321659576,College Theater
3622,Murray's Bagels,40.74476,-73.99854,Bagel Shop
3623,The Cell Theatre,40.745783,-74.000068,Theater
3624,Row House,40.7452699,-73.99778789999999,Gym / Fitness Center
3625,Foragers Table,40.74470851504796,-73.99917564000135,American Restaurant
3626,Foragers City Grocer,40.74465908454508,-73.99905729833164,Grocery Store
3627,Hawa Smoothies & Bubble Tea,40.744935281502,-73.99882050235298,Smoothie Shop
3628,Cinépolis Chelsea,40.745011519667386,-73.99801995089697,Movie Theater
3629,Lions & Tigers & Squares,40.745226040265926,-73.9982369220465,Pizza Place
3631,New London Pharmacy,40.74492,-73.99855,Pharmacy
3632,Big Booty Bread Co.,40.7450455482132,-73.99782356253252,Bakery
3634,The Vitamin Shoppe,40.74525276,-73.99890788,Supplement Shop
3635,The Pho 2,40.74574873938678,-73.99833824420304,Vietnamese Restaurant
3636,Popeyes Louisiana Kitchen,40.745008594265464,-73.99843537297544,Fried Chicken Joint
3637,Asuka Sushi,40.745418,-73.999073,Sushi Restaurant
3638,Sushi By Bou,40.740883116531,-73.99352459209372,Sushi Restaurant
3639,Harmon Face Values,40.742143939295104,-73.99340258086745,Pharmacy
3640,Trader Joe's,40.741739139805574,-73.99365296900864,Grocery Store
3641,Soon Beauty Lab West,40.742051704386675,-73.99271377516129,Salon / Barbershop
3642,Flywheel Sports,40.741229,-73.9924154,Cycle Studio
3643,Exhale,40.74088788621906,-73.99191376062022,Spa
3644,Foursquare Roof Deck,40.74194518885131,-73.9918779410063,Roof Deck
3645,Foto Care,40.74198180370648,-73.99232984149963,Camera Store
3646,CAVA,40.7416572,-73.9933709,Mediterranean Restaurant
3647,Bite,40.742135733688905,-73.993066263182,Mediterranean Restaurant
3650,Joe Pro Shop,40.742320079393764,-73.99491446073057,Coffee Shop
3651,Blick Art Materials,40.740761445895465,-73.99406264013682,Arts & Crafts Store
3652,Taïm,40.7422561970515,-73.99314380430064,Falafel Restaurant
3653,by CHLOE.,40.741862,-73.992998,Vegetarian / Vegan Restaurant
3654,BXL Zoute,40.74199959382342,-73.99258559759792,Belgian Restaurant
3656,NY Cake,40.74267472729206,-73.99431331232874,Kitchen Supply Store
3657,Dos Toros Taqueria,40.74148174286523,-73.9937920074894,Burrito Place
3659,Grimaldi's,40.7412113944719,-73.99379700422287,Pizza Place
3662,SoulCycle 19th,40.73943353393161,-73.99216844203444,Cycle Studio
3663,HALL,40.74026030891992,-73.99232433068579,Japanese Restaurant
3664,MUJI,40.739420987932505,-73.99251759052277,Miscellaneous Shop
3665,Thai Villa,40.73911832471403,-73.99057903842908,Thai Restaurant
3666,Dough,40.739407,-73.992466,Donut Shop
3667,Bottlerocket Wine & Spirit,40.73936954351507,-73.99200990796085,Wine Shop
3669,SHADOWBOX NYC,40.74045267684845,-73.99273190761913,Gym / Fitness Center
3672,L'Occitane en Provence,40.74087435449491,-73.99046722701837,Cosmetics Shop
3674,Flying Tiger Copenhagen,40.73974957180687,-73.98956965192492,Gift Shop
3675,Face to Face NYC,40.74011546680059,-73.99258603469039,Spa
3679,Odo,40.740309,-73.992243,Japanese Restaurant
3680,Maison Kayser,40.74000342692664,-73.9897301549147,Bakery
3681,Club Monaco,40.74023227344842,-73.99070122824347,Clothing Store
3682,SEPHORA,40.73916388211876,-73.99111303637176,Cosmetics Shop
3683,Juice Press,40.74118294343946,-73.99050861597061,Juice Bar
3684,Obicà Mozzarella Bar Pizza e Cucina,40.740082,-73.989368,Italian Restaurant
3685,Complete Body,40.73967934739564,-73.99281107116433,Gym
3686,Rejuvenation,40.740000873730985,-73.99152310525217,Furniture / Home Store
3689,ChaiseFitness,40.74056039580034,-73.9870919833455,Gym / Fitness Center
3690,Dig Inn,40.740698,-73.988315,American Restaurant
3691,Xi'an Famous Foods,40.74063210444959,-73.98734637964503,Chinese Restaurant
3692,Skewr Kebab Kitchen,40.74064554055507,-73.9875714541847,Kebab Restaurant
3693,Novità Cucina Creativa,40.73945522193693,-73.98654815039062,Italian Restaurant
3694,The New York EDITION,40.741286,-73.9873577,Hotel
3697,Fotografiska,40.73925,-73.986824,Art Gallery
3698,Nana Thai Street,40.739568,-73.988513,Thai Restaurant
3699,New York Health and Racquet Club,40.73914434247855,-73.98734536441805,Gym
3700,Sophie's Cuban Cuisine,40.74083205552937,-73.98771018653714,Cuban Restaurant
3703,Chapel Bar / V Bar,40.738979,-73.986833,Speakeasy
3704,Morton Williams Wine & Spirits,40.73907894575963,-73.98721705463312,Wine Shop
3705,Verōnika,40.739404,-73.987217,Restaurant
3706,Gasoline Alley Coffee,40.74068098393732,-73.9880222082138,Coffee Shop
3707,Summer Salt,40.740437,-73.987704,Mexican Restaurant
3708,SPiN New York,40.74029643818452,-73.98696607906379,Bar
3709,The Clocktower,40.74126829650025,-73.98734427988529,English Restaurant
3711,Almond,40.740182,-73.988682,French Restaurant
3713,ROLLN,40.74065632073084,-73.98730981316626,Sushi Restaurant
3716,Gramercy Tavern,40.73859964402532,-73.98831951156392,American Restaurant
3717,Daily Provisions,40.737719,-73.987774,Café
3718,Union Square Cafe,40.737733,-73.987811,New American Restaurant
3719,Juice Generation,40.7375815060387,-73.9899184576721,Juice Bar
3720,ABC Kitchen,40.73765323362576,-73.98965791686936,New American Restaurant
3721,National Arts Club,40.737933267394716,-73.98662835251689,Art Gallery
3722,Craft,40.738046405538036,-73.98879794967029,American Restaurant
3723,Sugarfish,40.7389505411552,-73.98895476288,Japanese Restaurant
3724,Mari Vanna,40.73877111627831,-73.98868296384858,Russian Restaurant
3725,abcV,40.73818242292011,-73.98921031237288,Vegetarian / Vegan Restaurant
3726,ABC Carpet & Home,40.73823491599041,-73.98991533140251,Furniture / Home Store
3727,Fresh,40.7377125958304,-73.99016944888601,Cosmetics Shop
3728,Rezdôra,40.738941,-73.988862,Italian Restaurant
3729,Barnes & Noble,40.736908655732776,-73.98965303117876,Bookstore
3730,Herman Miller Flagship,40.738355,-73.987512,Office
3731,Devoción,40.73903611149004,-73.98906875157583,Coffee Shop
3732,Rescue Spa NYC,40.73822376756087,-73.98922019540133,Spa
3733,ABC Cocina,40.73819266128592,-73.989320744871,Mexican Restaurant
3734,Nur,40.73854,-73.9888,Israeli Restaurant
3735,Barbounia,40.7382340253043,-73.98790628816478,Mediterranean Restaurant
3736,Paragon Sports,40.737637315183605,-73.99016274750763,Sporting Goods Shop
3737,SEPHORA,40.736835,-73.989358,Cosmetics Shop
3738,Le Coq Rico,40.73877554083786,-73.9888167734784,French Restaurant
3739,The Players,40.73773418172563,-73.98673474788666,Social Club
3740,Tariq's #1 Halal Food Cart,40.737515809433575,-73.9883259185928,Food Truck
3741,The Lash Loft,40.7385,-73.9888,Health & Beauty Service
3742,Blue Bottle Coffee,40.738573,-73.987321,Coffee Shop
3743,L'Express,40.738064,-73.987629,French Restaurant
3744,W New York - Union Square,40.73657574787062,-73.98858144879341,Hotel
3745,Bocca Restaurant,40.738132565679834,-73.98901345499739,Italian Restaurant
3746,Gupshup,40.73677531730726,-73.98766960302635,Indian Restaurant
3747,Old Town Bar,40.737537,-73.989302,Bar
3749,Craft + Carry,40.738359625993866,-73.98359951193653,Beer Bar
3752,Think Coffee,40.738156312933405,-73.98374210961263,Coffee Shop
3753,Molly's Shebeen,40.738364660508275,-73.9835132890077,Irish Pub
3755,Ampersand,40.73874210288535,-73.98336564589978,Cocktail Bar
3756,City Opera Thrift Shop,40.73827449450281,-73.9820207919067,Thrift / Vintage Store
3757,The Vitamin Shoppe,40.738832,-73.981534,Supplement Shop
3759,The Salvation Army Family Store & Donation Center,40.7383342573318,-73.9823964670178,Thrift / Vintage Store
3761,Bluebell Cafe,40.73844345846252,-73.98318350315094,American Restaurant
3762,Pick A Bagel,40.738653,-73.982366,Bagel Shop
3764,Lamarca Pasta,40.738352,-73.983848,Italian Restaurant
3768,Frank's Trattoria,40.7360311287152,-73.97915989751004,Pizza Place
3769,Tal Bagels,40.7354488442296,-73.9795862935837,Bagel Shop
3770,Lucky Chicken,40.736375205636385,-73.97916732060398,Latin American Restaurant
3771,Gracefully,40.736675481167495,-73.97849241084832,Market
3772,Grill 21,40.73574280030173,-73.97985986548697,Filipino Restaurant
3773,7-Eleven,40.73740086266478,-73.97907428649887,Convenience Store
3774,Sona Nails,40.73615012477511,-73.97900245303437,Spa
3775,Chase Bank,40.737284020790604,-73.97868476808071,Bank
3776,Starbucks,40.736546,-73.97838,Coffee Shop
3777,Cork Wine & Spirits,40.73656951689741,-73.9787396241032,Wine Shop
3778,Los Tacos No. 1,40.74224400629671,-74.00596115738153,Taco Place
3779,Los Mariscos,40.74199972810892,-74.00589003225507,Seafood Restaurant
3780,Chelsea Market,40.74256535541733,-74.0063167982994,Market
3781,Lobster Place,40.7427146347602,-74.00610709313153,Fish Market
3782,Fabrique Bakery,40.74071741996957,-74.00472226819986,Bakery
3783,Yext,40.741547,-74.005324,Tech Startup
3784,Soho House,40.740537106098564,-74.00568490067722,Club House
3785,Bumble & Bumble,40.740808060785625,-74.00659656331318,Salon / Barbershop
3786,Dickson's Farmstand Meats,40.74227108754212,-74.00608626786385,Butcher
3787,Buddakan,40.74211957525603,-74.00461189502685,Chinese Restaurant
3788,lululemon athletica,40.740965495861055,-74.00594741106033,Clothing Store
3789,Soho House Rooftop,40.740458614715095,-74.00594888252523,Roof Deck
3790,Cull & Pistol,40.742597962060664,-74.00607834860813,Seafood Restaurant
3791,Soho House 6th Floor Bar,40.74050997266376,-74.00567108383372,Bar
3792,Starbucks Reserve Roastery,40.74166158826782,-74.00507982765883,Coffee Shop
3793,Kobrick Coffee Co.,40.74033655451874,-74.00569308386368,Coffee Shop
3794,Kiehl's,40.7409442,-74.0057569,Cosmetics Shop
3795,Seed + Mill,40.741992301678124,-74.00563522128434,Dessert Shop
3796,Anthropologie,40.74178387984515,-74.004909838528,Women's Store
3797,Miznon,40.74238413232278,-74.00645566868867,Israeli Restaurant
3798,TAO Downtown,40.74253880753354,-74.00381208666427,Asian Restaurant
3799,Asics,40.74146073810795,-74.00660758923193,Shoe Store
3800,Intersect By Lexus,40.74121225142836,-74.00618432811511,French Restaurant
3801,Apple West 14th Street,40.74127,-74.005389,Electronics Store
3802,Cowshed Spa,40.740604676402455,-74.00572258105252,Cosmetics Shop
3803,Dream Downtown,40.7420877,-74.0036235,Hotel
3804,Very Fresh Noodles,40.742108,-74.005575,Noodle House
3805,Old Homestead Steakhouse,40.74114820222098,-74.00480427288352,Steakhouse
3806,The Filling Station,40.74231635809895,-74.00639465505917,Gourmet Shop
3807,Dos Caminos,40.74043305112573,-74.00547534227377,Mexican Restaurant
3808,Ayada Thai,40.742074,-74.005012,Thai Restaurant
